,filename,Total Energy Consumption in Production,Energy Consumption per Vehicle Production,Total Water Usage,Total Wastewater Volume Generated,Water Recycling and Reuse Rate,Total GHG Emissions,GHG Emissions and Intensity per Vehicle,Total Manufacturing Waste Generation,Waste Recycling and Diversion Rate,Battery Recycling Rate,Employee Count,Employee Turnover Rate,Number of Workplace Accidents,Employee Injury Rate,Average Training Hours/Employee,Training Investment/Employee,Workforce Gender Ratios,Workforce Minority Ratios,Number of Corruption Incidents,Anti-corruption Compliance Rate,Number of Anti-competitive Practices,Monetary Value of Fines Imposed,Political Contributions and Lobbying Expenditures,Number of Marketing Compliance and Ethical Advertising Violation Incidents,Sales-weighted Average Fuel Economy/Emissions,Zero Emission and Alternative Fuel Vehicle Sales,Narrative on Sustainability Goals and Actions,Progress Updates on Emission Reduction Targets,Disclosure on Renewable Energy Initiatives and Resource Efficiency Practices,Narrative on Workforce Diversity Employee Well-being and Safety,Disclosure on Community Engagement and Social Impact Initiatives,Narrative on Governance Framework and Board Diversity,Disclosure on ESG Risk Management and Stakeholder Engagement,Narrative on Innovations in Sustainable Technologies and Product Design,Disclosure on Sustainable Supply Chain Management Practices,size
48,../data/processed/Auto Parts-Semperit AG Holding-2023 Sustainability Report.txt,736874.0,,4800000.0,,,732050.0,,,0.44,,4435.0,,68.0,,,,0.24,0.01,,,2.0,,,,,,"The Sustainability Strategy 2030 and, in particular, the $\mathfrak{\textrm{\iota}}_{30}$ by 2030” initiative (valid until the end of 2023) it encompasses, represent further important steps for environment and climate protection in the Semperit Group and form the basis for further activities. Goals of the $\mathfrak{\textrm{\iota}}_{30}$ by 2030” initiative (valid until 31.12.2023): ```{table} 30%lessenergy 30%loweremissionsfromScope-1andScope-2 一 30%lesswaste 30%lesswater ``` These reduction targets, which were communicated in 2021, apply until the end of 2023. Semperit reviewed the target values of the “30 by 2030"" KPIs (Key Performance Indicators) after the sale of the Medical Sector and the acquisition of the Rico Group in 2023 and adapted them accordingly. Further information on the changes that will apply from 2024 can be found on p. 49 ff. This Sustainability Report is the last report on target achievement as part of the “30 by $2023^{\mathfrak{N}}$ initiative (see “Target achievement” p. 52).","In addition to the ongoing balancing of greenhouse gas emissions the focus is on the successive expansion of the survey of Scope 3 emissions. In 2023, the survey was expanded to include those Scope 3 emissions associated with the goods and services purchased by Semperit. Semperit’s own Product Carbon Footprint calculation model was increasingly used to deepen CO₂ transparency in the Semperit portfolio on a product-specific basis. In addition, Semperit is proactively working on innovative possibilities in the area of materials. For example, various approaches are being tested in circular economy, such as recyclability or the use of secondary raw materials. The technical and economic possibilities in this context, as well as the associated environmental impact, will be examined in a timely manner and continuously evaluated in the coming years.",,,,"The Supervisory Board adopted the guidelines for independence as per Appendix 1 of the Austrian Corporate Governance Code. According to this, all members of the Supervisory Board declared their independence from the company and its Executive Board. In addition, pursuant to C-Rule 54 of the Austrian Corporate Governance Code, the members Stephan Büttner, Claus Möhlenkamp and Marion WeissenbergerEibl were not shareholders of the company with an investment of more than 10% each nor did they represent the interests of such shareholders in 2023. There is D&O insurance for the Supervisory Board. The associated expenses are borne by the company.","In the course of risk assessment, the impact of the Semperit Group on non-financial concerns in the field of environmental, social and governance issues is evaluated (impact materiality). Conversely, ESG risk and opportunity management also analyzes the financial impact that external developments in these areas could have on Semperit (financial materiality). This is in line with the requirements of the Sustainability and Diversity Improvement Act and the principle of dual materiality according to ESRS. This approach illustrates the interaction between the company and its external environment as well as the interaction between its sustainability and profitability. All relevant activities and developments that occur along the company’s entire value chain, from the supply chain and production to waste disposal and recycling, are taken into account.",,,Medium
49,"../data/processed/Auto Manufacturers - Major-NIO-2023 Environmental, Social and Governance Report.txt",323705.11,,47264923.56,,0.9036,140412.18,,15458.83,,,32820.0,0.081,29.0,,40.38,,0.18600000000000003,0.0356,1.0,0.993,,,,,,,,,"Through Clean Parks, a global ecological cooperation program initiated by NIO, NIO hopes to leverage its strengths in the use of clean energy and work with all stakeholders to support the use of smart electric vehicles and the construction of clean energy infrastructure in nature reserves around the world, so as to maintain the original look and integrity of the ecosystem. By the end of the reporting period, we had signed agreements with five environmental organizations, including WWF and UNDP, to jointly protect 17 nature reserves and contribute our efforts to ecological cooperation programs at home and abroad.",,"With the aim of creating a caring society, and together with the NIO Users Trust, NIO Users Trust Foundation, NIO public interest communities and user volunteers, NIO actively carries out a variety of public welfare activities, and contributes to environmental protection, the care for the underprivileged, children’s care, public welfare education, etc., committed to brightening corners of the world, and transmitting positive energy throughout society.",,"The stakeholders’ expectations of NIO help us improve our operational performance. We have always been actively responding to the concerns of various stakeholders with practical measures, and have established a mechanism for communication through multiple channels and forms to foster closer relationships with various stakeholders. We value the opinions of all stakeholders and maintain sustained communication with them to improve our ESG strategic planning, goal setting and management capabilities, achieving synergy between the Company’s development and the expectations of stakeholders.",,,Large
50,../data/processed/Auto Parts-Haldex-2022 Responsibility Report.txt,,,,,,35915.0,0.00184,,,,1882.0,,4.0,,,,0.31,,,1.0,,,,,,,"Haldex has an environmental committee with representatives of all production sites and distribution centers who jointly follow up targets and discuss improvements. CCoordination between differ- ent units and projects have resulted in a decreased carbon dioxide emissions for scope 1 and 2 over the latest years, primarily through more sustainable electricity consumption. Haldex’s focus on seeking more environmentally friendly energy sources will lead to a continued decline in levels.","In 2022, Haldex obtained a score C according to CDP, which means that the organization has knowledge of impacts on, and of, climate issues. Key focus areas for Haldex in 2022 that supported the result were risk management process, scope 1 and 2 emissions reporting (included for the first time external verification by KPMG) emissions reduction initiatives, energy and business strategy.",,,,,"In a materiality analysis, Haldex, in dialogue with customers and other stakeholders, has identified opportunities and challenges in safety, ethics, the environment and human resources, which from the basis for specific goals and activities for all groups. Risk related to sustainability are continuously analyzed.",,"Haldex has implemented a Code of Conduct for suppliers that clarifies the requirements Haldex places on its partners. Existing suppliers are evaluated through planned audits, which include questions relating to the Code of Conduct. Haldex also applies screening and rating according to NQC of its largest suppliers, of existing suppliers ahead of new partnerships, and of all potential suppliers to cover the entire supply chain in a consistent manner.",Medium
51,../data/processed/Auto Parts-Goodyear Tire & Rubber Co-2023 Corporate Responsibility Report.txt,4813611.111111111,,24837000.0,,,2920000.0,,242174.0,,,8033.0,0.2,1204.0,,,,0.13,,,0.46,,,,,,,,"For Scope 3 emissions, Goodyear is researching, evaluating and implementing various decarbonization strategies. This includes materials, waste and transport strategies and supplier engagement. Goodyear will continue to report on our progress.",,"Goodyear’s focus on our associates’ health and wellness is powered by GoodLife, our global wellness program that embodies a holistic approach to health and well-being for associates and their families. We also provide clinical services at five additional worksites. These services are designed to prevent workplace illness and injury, but in the event something occurs, the GoodLife Health Center staff is there to provide the appropriate care and triage based on the severity of the event. The GoodLife Health Center staff focuses much of their time conducting new hire physicals, hearing conservation tests, injury prevention training and proactive outreach to our associates on the plant floor to ensure both safety and personal well-being are at the forefront of everything they do.",,"Goodyear’s Board of Directors (Board) and its Committee on Corporate Responsibility and Compliance (CRC), founded in 1976, are responsible for monitoring and providing recommendations on how Goodyear manages our business in a responsible manner, including our environmental, social and governance objectives, policies, strategies, programs and performance. The CRC, composed of no fewer than three members of Goodyear’s Board and currently composed of five members, meets at least three times a year to review and receive updates from management on sustainability-related topics, which includes reports and updates from Goodyear’s Vice President and Chief Sustainability Officer (CSO). The full Board regularly receives a report following each committee meeting. In addition, members of the CRC pursue continuing education opportunities relevant to their responsibilities, either through in-house presentations by recognized experts in their field or attendance at outside educational programs. A list of guidelines for the Board can be found here. The full Board is aware of and supportive of Goodyear’s sustainability strategy.","To ensure we are managing our most significant sustainability impacts, risks and opportunities, we continue to engage internal and external stakeholders who are knowledgeable in and value corporate responsibility. The assessment validated the importance of many topics to both our organization and stakeholders and highlighted new opportunities. Goodyear confirmed we had existing owners for the management of all high-priority topics, looked at current policies and management practices, and determined if we needed to establish any new policies, management practices, goals and/or metrics for any of our topics and focus areas based on external benchmarking and evaluation of our maturity. In addition, all Procurement, Legal, Human Resources and Internal Audit associates globally are provided annual training on human rights designed to help them identify human rights-associated risks, including forced labor, child labor and to report concerns. We follow a risk-based approach and work with third parties to help identify risks and opportunities. Any suspicion or confirmed violation of a human rights-related obligation in our own operations or in our supply chain will be carefully investigated, and prompt remedial measures will be taken as appropriate to mitigate / eliminate the violation.",,"Goodyear requires its suppliers to comply with Goodyear’s Supplier Code of Conduct or have their own comparable code of conduct and commitments, covering topics such as child labor, safety, business ethics, environmental practices, and anti-corruption. Moreover, Goodyear uses a third-party platform to assess suppliers around their sustainability commitments, including environmental, ethics, labor and human rights, and sustainable procurement. Additionally, Goodyear completed an assessment for 98 percent of its raw material spend in 2023 and surveyed suppliers of strategic indirect materials, targeting 100 of these suppliers with a 93 percent response rate by year end.",Large
52,../data/processed/Auto Parts-PHINIA-2023 Sustainability Report.txt,377000.0,,,,,81798.0,,,,,13200.0,,,0.19,16.0,,0.353,,,,,,,,,,,"We achieved a $4.8\%$ annual energy consumption reduction across all sites through several projects, including heat recovery, energy management systems and controls, high efficiency compressors and chillers, and enhanced shut down procedures for idle production periods. We also achieved a $9.9\%$ annual reduction in carbon emissions through energy reduction, footprint optimization, and green energy sourcing initiatives. These reductions in energy consumption and carbon emissions are a continuation of our strong performance since 2018.",,,"Through our 2023 community engagement, PHINIA supported a variety of initiatives, including investments in education that we believe assist in building a strong workforce for the future.",,,"[""In 2023, we invested $78\%$ of our R&D spend in fuel efficiency and alternative fuel technologies, with $30\%$ of the total dedicated to zero- and lower-carbon fuel systems. 2023 accomplishments include receiving our first major business award for a hydrogen fuel cell program application for medium-duty trucks and securing a significant gasoline direct injection (GDi) program with a prominent original equipment manufacturer (OEM) for its new light vehicle plug-in electric hybrid programs."", ""PHINIA has adapted its core fuel injection and control technologies to utilize hydrogen fuel for both fuel cell and hydrogen ICE applications. In the last two years, PHINIA has successfully demonstrated a hydrogen combustion vehicle with performance similar to diesel combustion, with pollutant output measured far below other combustion applications.""] ",,Large
53,../data/processed/Auto Parts-Gestamp-2023 Responsibility Report.txt,1921573.61,,1753550.0,,,10726684.0,,56490.0,0.98,,44262.0,0.122,822.0,,28.0,,0.2,,,,,,,,,,,,,"At Gestamp, we are deeply committed to creating a safe working environment that ensures equal access to professional and personal development for all. As such, our Global Equality, Diversity and Inclusion Policy sets out a series of rules and regulations in line with the relevant legislation in force, ethical standards and social responsibility. Ten people started the programme, of which eight have already joined Gestamp and are working on projects in Madrid and Boroa.",,"The Board of Directors' Knowledge, Skills, Diversity and Experience Guide sets out the knowledge, skills, diversity and experience that the Board of Directors as a whole must possess such that it serves as a reference and support tool for the Board of Directors' Selection Policy.",Risk management strategies now encompass due diligence for Uyghur forced labor and updated materiality matrices that include EV transition risks.,,,Large
54,../data/processed/Auto Parts-Gentherm Inc-2023 Sustainability Report.txt,76529.374,,172247.0,,1.0,33825.0,,10569842.0,0.4,,,,,,40.0,,0.32,,,,,,50000.0,,,,,,,,,"Our Board of Directors’ Nominating and Corporate Governance Committee reviews and provides feedback and guidance around our sustainability activities on at least a quarterly basis, with a report to the full Board of Directors at least annually.",,"Our team quickly adapted by creating processes and building our skillset around Product Carbon Footprint (PCF). These methods require understanding the carbon impact of each step in the supply chain, from transporting components and finished goods to using our products in vehicles or in a health-care setting. These new processes also help us better understand the carbon impact of the raw materials used in production. Our teams are identifying opportunities to use recycled plastics instead of virgin plastics and to increase the percent of recycled copper and aluminum in our products, all done in a manner that is cost neutral or even a cost savings.","Another key component to drive progress within our supply chain is our supplier audit program. In 2023 Gentherm conducted over 100 supplier audits, reviewing project management, production process analysis, customer care / satisfaction, and more. These audits help our suppliers better meet the needs of Gentherm and ensure suppliers align with our principles, including aligning with conflict mineral sourcing and human rights.",Large
55,../data/processed/Auto Manufacturers - Major-Audi AG-2023 Responsibility Report.txt,3505294.7,,2876588.0,1716552.0,,628329.8,0.325,154754.0,,,87736.0,0.008,552.0,,14.4,,0.16399999999999998,,2.0,0.9923000000000001,,,,,45.05511380611477,,,"External auditing companies are called on to verify and certify the net carbon neutrality² of the Audi production sites.¹ A comprehensive certification process is carried out in which independent experts not only examine the effectiveness of measures to reduce ${\mathsf{C O}}_{2}$ emissions (step 1 to 3), but also whether the amount of currently unavoidable ${\mathsf{C O}}_{2}$ emissions corresponds to the amount offset from step 4. The goal is to improve energy efficiency year after year, to increase the proportion of green energy produced internally and to successively reduce the amount of external energy purchased so that ultimately fewer ${\mathsf{C O}}_{2}$ emissions have to be offset through the purchase of certificates. The individual steps therefore complement each other mutually.",,,,"Furthermore, responsible and sustainable corporate governance is part of the corporate culture of the Audi Group. To ensure that the organization has the best possible impact on the environment, people and the economy, the Board of Management has created structures to incorporate effective measures into the corporate strategy and to integrate them into the business operations of the company. The Board of Management as a whole is responsible for ensuring that ESG aspects are reflected in the corporate strategy, which also includes delegation to and coordination with other members of management.",,"The responsible handling of raw materials is an integral element of forward-looking automotive production for AUDI AG. The aim is to develop and produce vehicles in a more resource-saving and recyclingfriendly manner, to keep them in use for as long as possible and to recycle them to the best possible extent at their end of life.","Audi Group seeks to achieve a more sustainable economy in which business success is based on corporate values, compliance and integrity. Strong partners along the supply chain are crucial to successfully reaching the defined environmental, human rights and due diligence targets. The sustainability requirements of the Volkswagen Group – and thus also the expectations of the Audi Group – with respect to partner companies are summarized in the Code of Conduct for Business Partners (CoCBP). During the year under review, new aspects were added to it, including requirements relating to the protection of human rights activists, the unlawful seizure of land and the disclosure of supply chains. The sustainability requirements are based on the following pillars, among others: The Ten Principles of the United Nations (UN) Global Compact, UN Guiding Principles on Business and Human Rights, OECD Guidelines for Multinational Enterprises, OECD Due Diligence Guidance for Responsible Supply Chains of Minerals from Conflict-Affected and High-Risk Areas, Conventions of the International Labour Organization (ILO), in particular the labor standards, and Guiding Principles of the Drive Sustainability Initiative. Audi Group has created structures and established measures to achieve its goal of having a positive impact on people and the environment in the widely branched supply chain. Responsibility in the supply chain is therefore processed as part of three action areas: People, Environment, and Innovation. In the first action area, the company continuously advocates for the improvement of working conditions for people, for example in the supply chains for raw materials. As part of the Raw Materials Due Diligence Management System (RMDDS), standards are developed with the aim of ensuring compliance with environmental and human rights requirements.",Large
56,../data/processed/Auto Parts-Modine Manufacturing Co-2023 Sustainability Report.txt,,,,,,,,,,,11400.0,,,,,,0.15,,,,,,,,,,"At Modine, addressing climate change is fundamental to our purpose of Engineering a Cleaner, Healthier World™ through our innovative product portfolio and ongoing management of our carbon footprint. Guided by our 80/20 mindset, we are assessing opportunities to drive carbon reduction, energy efficiency, water conservation, and air quality. These focused efforts have resulted in operational improvements within our global facilities and the evolution of sustainable solutions for commercial and industrial buildings, helping our customers achieve their sustainability goals.","These efforts and more helped Airedale achieve Carbon Footprint Standard certification for 2023/2024. Carbon Footprint Ltd, an internationally recognized standard for demonstrating low carbon credentials, recognized Airedale for carbon reduction achievements. This effort provided Airedale with actionable opportunities to further reduce its carbon footprint in the years to come.",,,"Through philanthropic and charitable efforts, Modine team members help create a lasting impact in the communities where we live and work.","Our board of directors provides key oversight, discussing sustainability issues across our committees. Our Sustainability Steering Committee is comprised of our Chief Executive Officer, Chief Financial Officer, General Counsel and Vice President – Human Resources, with key input provided by our full executive management team, including the presidents of our Performance Technologies and Climate Solutions businesses. Our General Counsel, Corporate Secretary, and Chief Compliance Officer leads our sustainability and global compliance functions, ensuring executive oversight of our policies and programs.",,"We examine every aspect of the product design, from raw materials to end-of-life recyclability, optimizing total cost of ownership and reducing negative impacts across the product life cycle. We also deliver value-added services that enhance the customer experience and enable us to support them on their respective sustainability journeys.",,Large
57,../data/processed/Auto Parts-Gentex Corporation-2023 Sustainability Report.txt,,,69.59476285,,,,,,0.6727,,5466.0,,,,,,,,,,,,,,,,,"The Science Based Targets initiative (SBTi) drives ambitious climate action in the private sector by enabling organizations to set science-based emissions reduction targets. Gentex is working on its SBTi submission, which includes the start of gathering emissions data from our supply base.",,,"Gentex leased a building in the Grand Rapids area to expand its manufacturing footprint, providing greater access to well-paying jobs in the neighborhood. Gentex also announced plans to open a first-of-its-kind childcare center to provide employees with access to quality, affordable, on-site daycare.","In accordance with the NASDAQ Stock Market Rules, in order for a director to qualify as ""independent,"" the Board must affirmatively determine that the director has no material relationship with the Company that would impair the director’s independence. A majority of the Board shall be comprised of independent directors as defined in the NASDAQ Stock Market Rules. A meeting of the independent directors, separate from management, shall be an agenda item at each Board meeting.",,,,Large
58,"../data/processed/Auto Parts-Magna International, Inc-2023 Sustainability Report.txt",5577127.0,,6571000.0,,,60181438.0,,1365712.0,0.9620000000000001,,179000.0,,,0.5,,,0.28,,,,,30000.0,,,,,,,,"Magna maintains a comprehensive Open-Door Process, whereby employees are empowered to bring issues and concerns forward to leadership at all levels of the organization, without fear of retaliation. This process enables management and employees to collaborate on resolving workplace issues together. Magna is committed to minimizing and eliminating ergonomics risk factors. A key program for supporting employee well-being is our ergonomics program which aims to reduce the risk of musculoskeletal injuries. Managed by each Division’s ergonomic committee and with the support and guidance of corporate ergonomists, the program regularly evaluates Division ergonomics against a set of established criteria. Magna’s corporate wellness initiatives help support the ongoing physical and mental health of employees globally.","Magna has contributed over $25M toward medical infrastructure and over $10M to the Red Cross and other organizations to aid with global disaster relief efforts. Magna’s Employee Disaster Relief Fund provides financial assistance to eligible employees and their families in the event they are victims of a disaster. In 2023, the program helped 46 employees in Austria, Canada, China, Czech Republic, India, Italy, Mexico, Poland, Slovenia, Turkey, and the United States. An additional 403 employees in China were supported with humanitarian aid relief after a typhoon destroyed a local community, and Magna also made a donation to the Red Cross to assist their efforts in response to the earthquake in parts of Turkey and Syria. Magna locations around the globe organize food drives and fundraisers to support local food banks and to address food security.","The Board of Directors is the company’s highest decision-making body, except to the extent certain rights have been reserved for shareholders under applicable law or Magna’s articles of incorporation or by-laws. As such, the Board is responsible for the overall stewardship of the company by: supervising the management of the business and affairs of Magna in accordance with the legal requirements set out in applicable company law (Business Corporations Act (Ontario)), as well as other applicable law; and, jointly with Management, seeking to create long-term shareholder value. The Board operates under a written Board Charter, in addition to applicable law, our articles of incorporation and by-laws. ... The Board carries out its duties in part through standing committees composed solely of independent directors. One such committee, the GNSC, supports the Board’s oversight of the company’s approach to sustainability and climate change issues to ensure alignment with Magna’s overall strategy, including by assessing Magna’s overall approach to decarbonization of its operations, environmental compliance, the Company’s approach to human rights and supply chain due diligence, the continued effectiveness of the Company’s ESG management programs, as well as Magna’s actions to identify, monitor and mitigate any material risk exposures relating to such areas.",,,,Large
59,../data/processed/Auto Parts-CIE Automotive-2023 Annual Corporate Governance Report.txt,,,,,,,,,,,,,,,,,0.3577,,,,,,,,,,,CIE Automotive is working on the Supply Chain Race to Zero to decarbonise the supply chain and achieve net zero emissions by 2050.,,,,,"Risk mitigation involves: Annual renewal of the ISO20400 Sustainable Procurement Certification that externally verifies and guarantees the correct management of the ESG function. Continue to maintain common procedures aligned with the legal requirements of each country and the group's ESG strategy. Provide the organisation with an objective monitoring system for ESG qualification of the supply chain, via the Supplier Portal and specific indicators. Quarterly monitoring of supply chain ESG indicators. Each plant has to identify additional actions to be implemented to achieve the group objectives. Continue in-house training for $100\%$ of the purchasing teams. Promote ESG supplier training at the local level with specific sessions and meetings. Promote ESG audits globally. Conducting physical audits by each plant of critical suppliers as part of verification of actual compliance. Supply Chain Race 2 Zero project. Corporate drive and local implementation to obtain emission reduction compliance commitments aligned with 2050 targets. Introduce a requirement for supply chain due diligence compliance in line with OECD standards.","""CIE Automotive underscores its commitment to decarbonisation and circularity in all processes, aligning itself with the drive towards a more sustainable economy. The company is working on the Supply Chain Race to Zero to decarbonise the supply chain and achieve net zero emissions by 2050.""",,Large
60,../data/processed/Auto Parts-Cooper-Standard Holdings Inc-2023 Corporate Responsibility Report.txt,770.0,,1617.0,,,265.0,,56621.0,0.89,,23000.0,0.152,,,,,0.22,,,0.992,,,,,,,,"In 2023, Cooper Standard completed the estimation of emissions for all Scope 3 categories that were identified as being relevant to their business. With the completion of their Scope 3 estimations, they are now well-positioned to report their Scope 3 emissions against this baseline and look forward to reporting formalized science-based emissions targets in the coming years.","Cooper Standard's sustainability strategy evolves with a focus on expanding renewable energy sources, such as biomass, geothermal, solar, wind and water. In 2020, we set an ambitious target to achieve 100% renewable energy across our global operations by 2025. However, we're reevaluating our approach to renewable energy and have shifted our focus. We've established a cross-functional Carbon Neutrality Action Committee to thoroughly assess our approach, aiming to minimize carbon.",,,,"We ensure meaningful engagement with stakeholders through various methods, including conversations, forums, surveys and community outreach. To identify priority topics, challenges and opportunities, we conduct regular materiality assessments, providing dedicated and formal checkpoints for our sustainability strategy and reporting efforts.",,,Large
